978,766,1243
979,749,1051
980,753,873
981,756,691
982,778,529
983,816,391
984,864,277
985,923,189
986,991,133
987,1064,105
988,1143,111
989,1223,147
990,1303,213
991,1384,311
992,1463,435
993,1533,581
994,1595,745
995,1649,923
996,1690,1109
997,1720,1301
998,1735,1487
999,1740,1671
1000,1727,1841
1001,1703,1997
1002,1664,2131
1003,1611,2237
1004,1551,2321
1005,1482,2375
1006,1404,2395
1007,1332,2397
1008,1245,2353
1009,1157,2275
1010,1078,2177
1011,1004,2055
1012,934,1907
1013,888,1759
1014,826,1567
1015,788,1381
1016,762,1189
1017,749,1001
1018,746,815
1019,762,645
1020,789,489
1021,831,359
1022,880,249
1023,941,171
1024,1011,123
1025,1081,99
1026,1166,117
1027,1243,159
1028,1328,237
1029,1410,345
1030,1482,471
1031,1552,623
1032,1617,797
1033,1660,969
1034,1699,1157
1035,1726,1349
1036,1739,1537
1037,1738,1717
1038,1723,1885
1039,1694,2035
1040,1649,2159
1041,1596,2263
1042,1532,2335
1043,1460,2381
1044,1385,2399
1045,1308,2385
1046,1219,2333
1047,1136,2253
1048,1059,2149
1049,984,2017
1050,919,1869
1051,867,1705
1052,815,1519
1053,778,1331
1054,755,1137
1055,746,953
1056,748,769
1057,777,613
1058,802,459
1059,843,329
1060,894,225
1061,957,155
1062,1029,115
1063,1103,101
1064,1186,127
1065,1270,183
1066,1350,265
1067,1427,373
1068,1499,507
1069,1567,665
1070,1628,841
1071,1671,1019
1072,1708,1211
1073,1733,1403
1074,1739,1585
1075,1733,1761
1076,1717,1929
1077,1681,2069
1078,1635,2189
1079,1581,2287
1080,1518,2357
1081,1444,2393
1082,1363,2397
1083,1287,2379
1084,1196,2315
1085,1115,2229
1086,1038,2117
1087,965,1979
1088,904,1827
1089,849,1657
1090,803,1469
1091,772,1281
1092,752,1089
1093,746,903
1094,755,727
1095,779,567
1096,812,423
1097,854,299
1098,910,205
1099,975,139
1100,1048,107
1101,1133,113
1102,1209,139
1103,1291,201
1104,1372,291
1105,1449,409
1106,1518,547
1107,1585,711
1108,1640,887
1109,1685,1073
1110,1717,1261
1111,1732,1447
1112,1733,1627
1113,1731,1809
1114,1708,1967
1115,1671,2103
1116,1624,2221
1117,1566,2309
1118,1498,2367
1119,1420,2395
1120,1345,2397
1121,1259,2359
1122,1174,2291
1123,1095,2201
1124,1020,2083
1125,949,1941
1126,885,1777
1127,835,1605
1128,794,1421
1129,764,1229
1130,751,1041
1131,747,853
1132,760,681
1133,785,525
1134,819,383
1135,867,269
1136,928,183
1137,995,129
1138,1068,103
1139,1149,113
1140,1228,149
1141,1311,219
1142,1389,317
1143,1467,441
1144,1540,591
1145,1599,755
1146,1654,935
1147,1693,1119
1148,1723,1311
1149,1736,1497
1150,1737,1679
1151,1726,1851
1152,1703,2007
1153,1662,2137
1154,1609,2245
1155,1541,2319
1156,1474,2373
1157,1401,2399
1158,1321,2387
1159,1239,2347
1160,1156,2273
1161,1077,2175
1162,999,2047
1163,931,1899
1164,872,1735
1165,824,1559
1166,786,1371
1167,762,1181
1168,750,993
1169,751,809
1170,765,639
1171,793,485
1172,832,351
1173,884,245
1174,944,165
1175,1015,119
1176,1089,101
1177,1172,121
1178,1249,163
1179,1333,243
1180,1412,349
1181,1488,481
1182,1556,633
1183,1617,805
1184,1665,983
1185,1701,1169
1186,1727,1361
1187,1738,1547
1188,1737,1729
1189,1718,1889
1190,1691,2041
1191,1649,2169
1192,1592,2267
1193,1530,2341
1194,1461,2389
1195,1383,2401
1196,1300,2381
1197,1218,2333
1198,1134,2251
1199,1052,2141
1200,980,2011
1201,914,1857
1202,860,1691
1203,814,1511
1204,777,1319
1205,756,1129
1206,745,939
1207,752,761
1208,774,599
1209,804,449
1210,846,323
1211,900,223
1212,962,151
1213,1033,111
1214,1115,111
1215,1189,127
1216,1271,181
1217,1356,271
1218,1434,383
1219,1511,523
1220,1572,675
1221,1628,847
1222,1675,1031
1223,1711,1221
1224,1732,1411
1225,1742,1599
1226,1735,1775
1227,1714,1935
1228,1679,2077
1229,1634,2197
1230,1576,2291
1231,1513,2359
1232,1439,2393
1233,1362,2399
1234,1275,2369
1235,1192,2309
1236,1112,2225
1237,1034,2109
1238,963,1973
1239,898,1815
1240,846,1645
1241,801,1459
1242,769,1269
1243,753,1081
1244,750,897
1245,756,717
1246,777,555
1247,815,415
1248,857,293
1249,914,201
1250,977,135
1251,1052,105
1252,1130,107
1253,1213,141
1254,1294,203
1255,1377,299
1256,1453,417
1257,1523,557
1258,1588,721
1259,1641,895
1260,1686,1083
1261,1721,1275
1262,1737,1463
1263,1739,1643
1264,1730,1817
1265,1710,1977
1266,1668,2111
1267,1620,2223
1268,1562,2313
1269,1495,2371
1270,1416,2395
1271,1336,2391
1272,1255,2357
1273,1172,2291
1274,1090,2195
1275,1016,2077
1276,948,1935
1277,881,1767
1278,833,1595
1279,790,1407
1280,763,1217
1281,749,1027
1282,748,843
1283,763,673
1284,786,515
1285,823,377
1286,872,265
1287,931,179
1288,1000,127
1289,1073,103
1290,1150,109
1291,1234,153
1292,1316,223
1293,1398,325
1294,1469,447
1295,1541,597
1296,1601,761
1297,1656,945
1298,1696,1131
1299,1723,1321
1300,1737,1509
1301,1737,1689
1302,1728,1863
1303,1698,2013
1304,1658,2145
1305,1607,2253
1306,1544,2331
1307,1472,2377
1308,1397,2399
1309,1313,2383
1310,1233,2343
1311,1152,2271
1312,1071,2167
1313,995,2039
1314,928,1891
1315,865,1721
1316,819,1547
1317,784,1361
1318,758,1169
1319,748,981
1320,751,799
1321,758,621
1322,792,473
1323,835,345
1324,887,241
1325,948,165
1326,1017,117
1327,1092,103
1328,1171,119
1329,1254,171
1330,1335,249
1331,1416,357
1332,1491,489
1333,1561,647
1334,1616,813
1335,1667,995
1336,1704,1185
1337,1728,1375
1338,1737,1561
1339,1738,1743
1340,1715,1899
1341,1689,2053
1342,1645,2179
1343,1591,2279
1344,1526,2351
1345,1452,2391
1346,1358,2383
1347,1292,2379
1348,1213,2333
1349,1129,2249
1350,1049,2139
1351,974,2003
1352,910,1853
1353,852,1679
1354,810,1503
1355,777,1315
1356,755,1123
1357,746,933
1358,751,755
1359,766,583
1360,803,443
1361,848,321
1362,903,223
1363,966,153
1364,1036,113
1365,1104,97
1366,1192,133
1367,1276,193
1368,1356,277
1369,1437,395
1370,1511,533
1371,1574,689
1372,1630,863
1373,1677,1047
1374,1711,1237
1375,1732,1427
1376,1730,1601
1377,1736,1791
1378,1711,1949
1379,1678,2091
1380,1628,2207
1381,1573,2301
1382,1507,2365
1383,1435,2403
1384,1352,2399
1385,1271,2373
1386,1189,2315
1387,1106,2225
1388,1028,2109
1389,960,1973
1390,898,1815
1391,840,1637
1392,801,1457
1393,769,1267
1394,749,1073
1395,745,889
1396,755,713
1397,778,551
1398,815,413
1399,862,295
1400,918,205
1401,982,141
1402,1056,111
1403,1132,111
1404,1216,149
1405,1301,217
1406,1382,313
1407,1457,429
1408,1527,573
1409,1591,737
1410,1644,911
1411,1687,1099
1412,1719,1291
1413,1737,1481
1414,1736,1659
1415,1731,1835
1416,1701,1985
1417,1667,2125
1418,1617,2237
1419,1558,2325
1420,1486,2375
1421,1412,2403
1422,1332,2397
1423,1248,2359
1424,1164,2291
1425,1086,2197
1426,1012,2077
1427,942,1931
1428,879,1767
1429,828,1589
1430,787,1403
1431,762,1215
1432,748,1025
1433,749,843
1434,766,675
1435,787,513
1436,827,379
1437,874,267
1438,932,181
1439,1001,129
1440,1077,109
1441,1155,119
1442,1239,165
1443,1321,237
1444,1399,337
1445,1470,459
1446,1544,613
1447,1602,777
1448,1657,961
1449,1698,1149
1450,1726,1341
1451,1736,1525
1452,1737,1707
1453,1720,1873
1454,1692,2023
1455,1654,2155
1456,1603,2263
1457,1544,2347
1458,1474,2393
1459,1392,2405
1460,1308,2387
1461,1228,2347
1462,1146,2271
1463,1067,2169
1464,988,2035
1465,924,1891
1466,864,1721
1467,816,1541
1468,780,1355
1469,758,1165
1470,748,977
1471,752,797
1472,764,623
1473,793,473
1474,836,345
1475,888,241
1476,951,167
1477,1022,123
1478,1091,103
1479,1178,129
1480,1251,171
1481,1340,261
1482,1418,367
1483,1496,505
1484,1561,657
1485,1620,829
1486,1674,1017
1487,1705,1199
1488,1730,1391
1489,1734,1571
1490,1735,1755
1491,1715,1915
1492,1687,2067
1493,1644,2191
1494,1586,2287
1495,1524,2359
1496,1448,2397
1497,1368,2403
1498,1288,2383
1499,1207,2331
1500,1125,2247
1501,1045,2135
1502,973,2003
1503,907,1847
1504,850,1675
1505,808,1495
1506,778,1311
1507,755,1117
1508,751,933
1509,753,749
1510,771,583
1511,802,435
1512,848,313
1513,904,219
1514,971,153
1515,1043,119
1516,1115,109
1517,1198,139
1518,1280,199
1519,1363,289
1520,1440,403
1521,1513,543
1522,1573,695
1523,1631,873
1524,1678,1059
1525,1711,1249
1526,1733,1441
1527,1743,1629
1528,1735,1805
1529,1710,1959
1530,1676,2101
1531,1628,2219
1532,1569,2309
1533,1501,2369
1534,1428,2403
1535,1347,2401
1536,1268,2375
1537,1184,2311
1538,1101,2219
1539,1023,2103
1540,954,1963
1541,890,1803
1542,838,1629
1543,797,1445
1544,768,1257
1545,751,1065
1546,746,879
1547,757,705
1548,778,543
1549,816,405
1550,865,291
1551,922,201
1552,989,141
1553,1060,111
1554,1136,113
1555,1219,151
1556,1303,219
1557,1385,317
1558,1463,441
1559,1532,583
1560,1592,743
1561,1646,923
1562,1689,1109
1563,1721,1303
1564,1737,1491
1565,1743,1677
1566,1731,1847
1567,1702,1999
1568,1666,2135
1569,1613,2243
1570,1551,2325
1571,1487,2385
1572,1410,2407
1573,1329,2399
1574,1245,2359
1575,1160,2289
1576,1080,2189
1577,1009,2073
1578,936,1923
1579,877,1761
1580,827,1581
1581,788,1397
1582,760,1203
1583,749,1017
1584,747,831
1585,758,657
1586,789,505
1587,827,371
1588,877,261
1589,935,177
1590,1007,131
1591,1079,107
1592,1159,121
1593,1242,167
1594,1329,247
1595,1405,345
1596,1482,475
1597,1547,621
1598,1608,791
1599,1659,971
1600,1700,1159
1601,1727,1351
1602,1738,1537
1603,1737,1717
1604,1720,1881
1605,1691,2031
1606,1653,2165
1607,1598,2267
1608,1536,2343
1609,1466,2391
1610,1380,2397
1611,1303,2385
1612,1221,2339
1613,1141,2263
1614,1061,2159
1615,988,2031
1616,919,1879
1617,865,1713
1618,815,1531
1619,777,1341
1620,757,1153
1621,752,971
1622,753,787
1623,769,617
1624,800,467
1625,840,339
1626,890,233
1627,954,161
1628,1024,119
1629,1101,107
1630,1181,129
1631,1260,179
1632,1346,265
1633,1421,371
1634,1498,511
1635,1565,667
1636,1624,839
1637,1671,1019
1638,1708,1211
1639,1731,1401
1640,1741,1589
1641,1734,1763
1642,1717,1929
1643,1685,2073
1644,1637,2193
1645,1584,2291
1646,1520,2361
1647,1444,2397
1648,1369,2407
1649,1284,2381
1650,1201,2327
1651,1119,2239
1652,1043,2131
1653,968,1993
1654,908,1841
1655,848,1665
1656,804,1481
1657,772,1293
1658,755,1107
1659,746,915
1660,753,737
1661,776,577
1662,806,429
1663,850,307
1664,906,211
1665,978,153
1666,1047,115
1667,1125,115
1668,1205,143
1669,1285,199
1670,1364,289
1671,1445,409
1672,1518,549
1673,1590,717
1674,1638,885
1675,1682,1069
1676,1713,1257
1677,1731,1445
1678,1738,1631
1679,1732,1809
1680,1711,1967
1681,1674,2105
1682,1626,2221
1683,1566,2309
1684,1497,2367
1685,1423,2399
1686,1347,2401
1687,1260,2365
1688,1180,2303
1689,1100,2213
1690,1023,2095
1691,950,1951
1692,892,1795
1693,837,1617
1694,796,1431
1695,766,1241
1696,751,1053
1697,747,867
1698,766,701
1699,781,533
1700,819,393
1701,867,279
1702,926,193
1703,990,133
1704,1066,109
1705,1146,117
1706,1224,151
1707,1307,221
1708,1388,319
1709,1465,443
1710,1535,589
1711,1601,757
1712,1651,931
1713,1691,1117
1714,1719,1307
1715,1738,1499
1716,1739,1679
1717,1732,1855
1718,1702,2005
1719,1661,2135
1720,1610,2245
1721,1549,2327
1722,1479,2379
1723,1405,2403
1724,1326,2397
1725,1240,2351
1726,1158,2281
1727,1078,2183
1728,998,2053
1729,932,1909
1730,876,1749
1731,828,1571
1732,787,1383
1733,761,1191
1734,748,1003
1735,747,817
1736,767,653
1737,792,495
1738,830,361
1739,882,253
1740,942,173
1741,1009,123
1742,1091,113
1743,1163,119
1744,1247,167
1745,1329,243
1746,1409,347
1747,1487,481
1748,1553,629
1749,1611,797
1750,1661,977
1751,1701,1167
1752,1729,1359
1753,1733,1539
1754,1738,1723
1755,1722,1891
1756,1693,2039
1757,1648,2163
1758,1595,2267
1759,1534,2343
1760,1462,2387
1761,1388,2405
1762,1301,2381
1763,1217,2333
1764,1136,2255
1765,1057,2147
1766,983,2017
1767,918,1865
1768,863,1699
1769,813,1515
1770,777,1327
1771,755,1135
1772,744,947
1773,752,769
1774,771,605
1775,802,455
1776,842,325
1777,897,227
1778,958,153
1779,1028,111
1780,1107,105
1781,1187,127
1782,1271,185
1783,1350,265
1784,1429,377
1785,1502,513
1786,1567,669
1787,1628,843
1788,1673,1025
1789,1710,1215
1790,1733,1407
1791,1741,1593
1792,1734,1767
1793,1713,1929
1794,1681,2073
1795,1638,2197
1796,1581,2291
1797,1511,2353
1798,1441,2393
1799,1363,2399
1800,1279,2373
1801,1195,2315
1802,1115,2229
1803,1039,2117
1804,967,1981
1805,903,1825
1806,847,1651
1807,802,1467
1808,769,1277
1809,752,1087
1810,747,903
1811,758,727
1812,778,563
1813,809,417
1814,852,295
1815,909,203
1816,978,143
1817,1049,109
1818,1129,111
1819,1207,137
1820,1292,203
1821,1370,293
1822,1448,413
