1,1300
2,1285
3,1268
4,1251
5,1232
6,1211
7,1189
8,1170
9,1151
10,1134
11,1120
12,1108
13,1100
14,1095
15,1093
16,1094
17,1099
18,1108
19,1120
20,1132
21,1149
22,1168
23,1187
24,1209
25,1230
26,1250
27,1267
28,1286
29,1301
30,1313
31,1323
32,1330
33,1332
34,1330
35,1324
36,1316
37,1306
38,1291
39,1274
40,1255
41,1235
42,1216
43,1195
44,1175
45,1157
46,1140
47,1127
48,1113
49,1104
50,1097
51,1093
52,1093
53,1096
54,1104
55,1113
56,1127
57,1142
58,1161
59,1180
60,1201
61,1222
62,1242
63,1262
64,1282
65,1297
66,1311
67,1321
68,1328
69,1332
70,1332
71,1327
72,1321
73,1312
74,1298
75,1281
76,1264
77,1243
78,1224
79,1204
80,1185
81,1166
82,1147
83,1131
84,1117
85,1107
86,1099
87,1094
88,1094
89,1097
90,1102
91,1110
92,1122
93,1137
94,1154
95,1174
96,1193
97,1215
98,1236
99,1255
100,1274
101,1292
102,1306
103,1318
104,1324
105,1330
106,1332
107,1329
108,1324
109,1315
110,1304
111,1289
112,1270
113,1252
114,1231
115,1211
116,1191
117,1172
118,1154
119,1138
120,1122
121,1111
122,1103
123,1096
124,1093
125,1095
126,1100
127,1106
128,1117
129,1132
130,1147
131,1165
132,1185
133,1205
134,1225
135,1246
136,1267
137,1284
138,1302
139,1314
140,1324
141,1330
142,1334
143,1334
144,1328
145,1321
146,1310
147,1295
148,1278
149,1260
150,1241
151,1220
152,1199
153,1179
154,1159
155,1141
156,1128
157,1114
158,1105
159,1098
160,1093
161,1093
162,1096
163,1104
164,1115
165,1127
166,1142
167,1160
168,1179
169,1199
170,1220
171,1241
172,1260
173,1278
174,1294
175,1308
176,1319
177,1326
178,1330
179,1330
180,1327
181,1322
182,1312
183,1299
184,1283
185,1265
186,1245
187,1225
188,1205
189,1185
190,1167
191,1150
192,1134
193,1120
194,1109
195,1100
196,1096
197,1095
198,1096
199,1101
200,1111
201,1123
202,1138
203,1154
204,1171
205,1191
206,1212
207,1233
208,1253
209,1274
210,1291
211,1304
212,1316
213,1325
214,1331
215,1332
216,1330
217,1326
218,1317
219,1306
220,1291
221,1273
222,1255
223,1236
224,1216
225,1194
226,1176
227,1157
228,1138
229,1123
230,1110
231,1101
232,1097
233,1094
234,1095
235,1099
236,1108
237,1119
238,1131
239,1148
240,1166
241,1185
242,1205
243,1225
244,1245
245,1265
246,1284
247,1299
248,1313
249,1323
250,1329
251,1331
252,1330
253,1328
254,1321
255,1310
256,1296
257,1279
258,1264
259,1243
260,1221
261,1200
262,1180
263,1161
264,1143
265,1128
266,1114
267,1104
268,1098
269,1094
270,1093
271,1095
272,1103
273,1112
274,1125
275,1141
276,1157
277,1176
278,1196
279,1217
280,1238
281,1259
282,1277
283,1292
284,1306
285,1319
286,1328
287,1332
288,1332
289,1329
290,1322
291,1313
292,1302
293,1287
294,1270
295,1250
296,1229
297,1210
298,1188
299,1169
300,1150
301,1133
302,1120
303,1108
304,1100
305,1095
306,1094
307,1095
308,1101
309,1109
310,1122
311,1136
312,1154
313,1171
314,1191
315,1211
316,1232
317,1250
318,1271
319,1288
320,1302
321,1314
322,1323
323,1330
324,1331
325,1330
326,1326
327,1318
328,1306
329,1291
330,1273
331,1256
332,1237
333,1216
334,1195
335,1176
336,1156
337,1139
338,1125
339,1111
340,1100
341,1093
342,1091
343,1093
344,1098
345,1106
346,1118
347,1130
348,1146
349,1165
350,1185
351,1203
352,1225
353,1246
354,1264
355,1283
356,1298
357,1310
358,1320
359,1327
360,1332
361,1333
362,1329
363,1321
364,1310
365,1297
366,1280
367,1263
368,1242
369,1221
370,1202
371,1183
372,1163
373,1145
374,1129
375,1115
376,1104
377,1097
378,1093
379,1093
380,1096
381,1102
382,1111
383,1123
384,1138
385,1156
386,1176
387,1196
388,1217
389,1237
390,1257
391,1276
392,1291
393,1305
394,1317
395,1327
396,1332
397,1333
398,1332
399,1325
400,1315
401,1304
402,1288
403,1270
404,1250
405,1231
406,1210
407,1190
408,1170
409,1152
410,1134
411,1120
412,1109
413,1100
414,1095
415,1093
416,1095
417,1099
418,1107
419,1118
420,1132
421,1150
422,1169
423,1187
424,1207
425,1228
426,1250
427,1268
428,1288
429,1302
430,1314
431,1325
432,1331
433,1333
434,1332
435,1327
436,1318
437,1306
438,1293
439,1275
440,1257
441,1238
442,1217
443,1197
444,1177
445,1158
446,1141
447,1124
448,1111
449,1103
450,1097
451,1092
452,1091
453,1095
454,1103
455,1113
456,1127
457,1143
458,1160
459,1180
460,1200
461,1221
462,1242
463,1263
464,1279
465,1295
466,1308
467,1319
468,1327
469,1332
470,1334
471,1329
472,1321
473,1312
474,1299
475,1281
476,1264
477,1245
478,1225
479,1206
480,1185
481,1165
482,1147
483,1131
484,1118
485,1107
486,1099
487,1094
488,1092
489,1095
490,1103
491,1110
492,1123
493,1139
494,1155
495,1173
496,1192
497,1213
498,1234
499,1254
500,1273
501,1291
502,1305
503,1316
504,1325
505,1330
506,1332
507,1330
508,1326
509,1316
510,1304
511,1290
512,1271
513,1253
514,1233
515,1213
516,1192
517,1173
518,1154
519,1136
520,1121
521,1109
522,1100
523,1094
524,1091
525,1094
526,1099
527,1107
528,1119
529,1133
530,1148
531,1167
532,1187
533,1207
534,1228
535,1248
536,1267
537,1284
538,1300
539,1314
540,1324
541,1329
542,1331
543,1330
544,1327
545,1319
546,1307
547,1293
548,1276
549,1257
550,1238
551,1220
552,1200
553,1180
554,1160
555,1141
556,1127
557,1114
558,1104
559,1096
560,1093
561,1094
562,1098
563,1104
564,1113
565,1127
566,1143
567,1160
568,1179
569,1199
570,1219
571,1239
572,1260
573,1278
574,1294
575,1309
576,1319
577,1326
578,1331
579,1332
580,1327
581,1321
582,1311
583,1298
584,1282
585,1266
586,1247
587,1226
588,1207
589,1185
590,1165
591,1147
592,1130
593,1117
594,1105
595,1097
596,1093
597,1094
598,1095
599,1102
600,1111
601,1123
602,1138
603,1153
604,1172
605,1191
606,1212
607,1232
608,1252
609,1272
610,1290
611,1304
612,1315
613,1325
614,1331
615,1334
616,1332
617,1327
618,1318
619,1307
620,1292
621,1274
622,1254
623,1235
624,1214
625,1193
626,1171
627,1154
628,1137
629,1120
630,1109
631,1100
632,1096
633,1093
634,1093
635,1098
636,1106
637,1116
638,1131
639,1147
640,1166
641,1185
642,1206
643,1226
644,1246
645,1266
646,1283
647,1299
648,1312
649,1322
650,1328
651,1333
652,1332
653,1327
654,1321
655,1311
656,1298
657,1281
658,1263
659,1243
660,1221
661,1200
662,1181
663,1163
664,1145
665,1130
666,1116
667,1104
668,1097
669,1093
670,1093
671,1096
672,1102
673,1110
674,1122
675,1138
676,1157
677,1176
678,1196
679,1218
680,1238
681,1259
682,1276
683,1293
684,1307
685,1319
686,1327
687,1332
688,1333
689,1330
690,1324
691,1314
692,1302
693,1287
694,1267
695,1248
696,1228
697,1207
698,1187
699,1168
700,1149
701,1134
702,1122
703,1111
704,1101
705,1095
706,1092
707,1094
708,1099
709,1109
710,1121
711,1136
712,1153
713,1171
714,1191
715,1211
716,1230
717,1250
718,1269
719,1288
720,1303
721,1315
722,1324
723,1330
724,1333
725,1331
726,1325
727,1317
728,1306
729,1294
730,1277
731,1258
732,1238
733,1217
734,1197
735,1176
736,1156
737,1139
738,1122
739,1110
740,1101
741,1094
742,1092
743,1095
744,1098
745,1107
746,1116
747,1128
748,1145
749,1163
750,1182
751,1202
752,1222
753,1243
754,1263
755,1280
756,1296
757,1310
758,1321
759,1328
760,1331
761,1331
762,1328
763,1321
764,1310
765,1298
766,1281
767,1263
768,1244
769,1222
770,1202
771,1183
772,1162
773,1147
774,1130
775,1116
776,1105
777,1097
778,1094
779,1092
780,1096
781,1102
782,1112
783,1125
784,1140
785,1156
786,1175
787,1195
788,1215
789,1235
790,1254
791,1273
792,1291
793,1306
794,1318
795,1326
796,1330
797,1331
798,1330
799,1325
800,1315
801,1302
802,1286
803,1270
804,1250
805,1230
806,1210
807,1190
808,1170
809,1150
810,1134
811,1119
812,1108
813,1099
814,1095
815,1094
816,1096
817,1099
818,1108
819,1120
820,1135
821,1150
822,1169
823,1189
824,1210
825,1230
826,1250
827,1267
828,1285
829,1301
830,1315
831,1324
832,1330
833,1333
834,1331
835,1326
836,1318
837,1308
838,1292
839,1275
840,1256
841,1235
842,1217
843,1198
844,1177
845,1159
846,1141
847,1126
848,1111
849,1102
850,1095
851,1092
852,1093
853,1097
854,1106
855,1117
856,1130
857,1146
858,1162
859,1181
860,1200
861,1221
862,1242
863,1261
864,1280
865,1297
866,1310
867,1320
868,1328
869,1333
870,1333
871,1328
872,1321
873,1311
874,1298
875,1283
876,1265
877,1244
878,1224
879,1205
880,1185
881,1165
882,1147
883,1130
884,1117
885,1107
886,1097
887,1093
888,1093
889,1095
890,1102
891,1110
892,1122
893,1138
894,1156
895,1175
896,1195
897,1214
898,1235
899,1257
900,1275
901,1292
902,1306
903,1317
904,1324
905,1329
906,1332
907,1330
908,1324
909,1316
910,1305
911,1289
912,1272
913,1253
914,1233
915,1212
916,1192
917,1173
918,1154
919,1136
920,1121
921,1109
922,1100
923,1095
924,1093
925,1095
926,1099
927,1108
928,1119
929,1132
930,1147
931,1165
932,1186
933,1206
934,1228
935,1247
936,1266
937,1283
938,1298
939,1311
940,1321
941,1326
942,1330
943,1330
944,1326
945,1320
946,1307
947,1294
948,1278
949,1260
950,1240
951,1219
952,1198
953,1177
954,1159
955,1140
956,1125
957,1113
958,1104
959,1097
960,1094
961,1093
962,1097
963,1105
964,1115
965,1128
966,1143
967,1160
968,1179
969,1200
970,1220
971,1241
972,1261
973,1279
974,1297
975,1310
976,1320
977,1326
978,1330
979,1331
980,1328
981,1321
982,1312
983,1300
984,1284
985,1266
986,1247
987,1227
988,1207
989,1187
990,1167
991,1149
992,1133
993,1118
994,1107
995,1099
996,1094
997,1093
998,1094
999,1099
1000,1109
1001,1120
1002,1135
1003,1152
1004,1171
1005,1190
1006,1212
1007,1233
1008,1251
1009,1270
1010,1288
1011,1303
1012,1315
1013,1324
1014,1329
1015,1332
1016,1330
1017,1324
1018,1315
1019,1304
1020,1290
1021,1272
1022,1253
1023,1234
1024,1215
1025,1194
1026,1173
1027,1154
1028,1136
1029,1122
1030,1111
1031,1100
1032,1095
1033,1095
1034,1095
1035,1098
1036,1105
1037,1116
1038,1130
1039,1147
1040,1164
1041,1184
1042,1204
1043,1224
1044,1244
1045,1263
1046,1281
1047,1297
1048,1310
1049,1320
1050,1328
1051,1332
1052,1332
1053,1326
1054,1319
1055,1309
1056,1296
1057,1280
1058,1262
1059,1241
1060,1220
1061,1199
1062,1180
1063,1162
1064,1144
1065,1127
1066,1114
1067,1103
1068,1096
1069,1092
1070,1093
1071,1098
1072,1103
1073,1114
1074,1126
1075,1140
1076,1158
1077,1176
1078,1197
1079,1217
1080,1237
1081,1258
1082,1276
1083,1294
1084,1308
1085,1320
1086,1326
1087,1330
1088,1332
1089,1328
1090,1322
1091,1314
1092,1301
1093,1285
1094,1268
1095,1248
1096,1229
1097,1209
1098,1188
1099,1168
1100,1151
1101,1135
1102,1119
1103,1108
1104,1099
1105,1094
1106,1094
1107,1094
1108,1099
1109,1108
1110,1119
1111,1134
1112,1151
1113,1169
1114,1189
1115,1211
1116,1231
1117,1249
1118,1269
1119,1288
1120,1302
1121,1314
1122,1322
1123,1329
1124,1331
1125,1329
1126,1324
1127,1316
1128,1305
1129,1290
1130,1273
1131,1254
1132,1236
1133,1217
1134,1195
1135,1176
1136,1158
1137,1141
1138,1126
1139,1113
1140,1104
1141,1096
1142,1092
1143,1093
1144,1098
1145,1105
1146,1115
1147,1128
1148,1142
1149,1160
1150,1180
1151,1200
1152,1222
1153,1243
1154,1262
