time unit: us, xk_re_o_v[15:0], xk_re_o_v[15], xk_re_o_v[14], xk_re_o_v[13], xk_re_o_v[12], xk_re_o_v[11], xk_re_o_v[10], xk_re_o_v[9], xk_re_o_v[8], xk_re_o_v[7], xk_re_o_v[6], xk_re_o_v[5], xk_re_o_v[4], xk_re_o_v[3], xk_re_o_v[2], xk_re_o_v[1], xk_re_o_v[0], xk_im_o_v[15:0], xk_im_o_v[15], xk_im_o_v[14], xk_im_o_v[13], xk_im_o_v[12], xk_im_o_v[11], xk_im_o_v[10], xk_im_o_v[9], xk_im_o_v[8], xk_im_o_v[7], xk_im_o_v[6], xk_im_o_v[5], xk_im_o_v[4], xk_im_o_v[3], xk_im_o_v[2], xk_im_o_v[1], xk_im_o_v[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
55, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4AC, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 05D, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1,
56, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4FE, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 097, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1,
57, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54F, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0EF, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1,
58, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59F, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 167, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1,
59, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5E7, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1F1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1,
60, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62B, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 291, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1,
61, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 664, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 341, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1,
62, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 691, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 3F9, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1,
63, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6B6, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 4BB, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1,
64, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CB, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 579, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1,
65, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6D1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 62F, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1,
66, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6C9, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 6DF, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1,
67, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6B6, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 781, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1,
68, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 696, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 811, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1,
69, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 663, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 883, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1,
70, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62A, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 8DF, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1,
71, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5E7, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 91F, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1,
72, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 93B, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1,
73, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54C, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 93F, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1,
74, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4F5, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 91D, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1,
75, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4A2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 8DF, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1,
76, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 451, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 885, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1,
77, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 403, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 80F, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1,
78, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3BA, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 783, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1,
79, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 6E3, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1,
80, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 346, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 635, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1,
81, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 579, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1,
82, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F9, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 4BB, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1,
83, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E8, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 3FD, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
84, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E4, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 343, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1,
85, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 295, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1,
86, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1F3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
87, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 161, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1,
88, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0F1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1,
89, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 391, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 097, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1,
90, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3D6, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 05D, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1,
91, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 420, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 041, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1,
92, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 470, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 047, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,
93, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4C1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 06B, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1,
94, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 513, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0AD, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1,
95, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 562, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 10B, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
96, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5B3, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 189, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1,
97, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5FC, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 21D, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1,
98, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63E, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2C3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1,
99, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 675, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 377, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1,
100, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69F, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 431, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1,
101, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6BD, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 4EF, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1,
102, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CC, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 5AB, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1,
103, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6D0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 661, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1,
104, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6C4, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 70B, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1,
105, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6AD, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 7AB, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1,
106, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 688, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 833, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1,
107, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 654, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 8A1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1,
108, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 617, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 8F5, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1,
109, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5D5, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 92D, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1,
110, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 586, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 943, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
111, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 534, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 93B, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1,
112, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4D7, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 90B, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
113, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48D, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 8CD, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1,
114, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43D, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 86D, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1,
115, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3EF, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 7EF, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1,
116, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3A8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 75F, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1,
117, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36C, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 6BB, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1,
118, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 609, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1,
119, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 311, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 54F, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1,
120, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F6, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 48F, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1,
121, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E9, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 3D3, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1,
122, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E7, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 319, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1,
123, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F4, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 26B, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1,
124, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30D, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1CF, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1,
