1,1065,-1971,,0,0
2,991,1997,,0,0
3,924,1849,,0,0
4,865,1681,,0,0
5,818,1503,,0,0
6,777,1311,,0,0
7,750,1117,,0,0
8,741,931,,0,0
9,742,747,,0,0
10,761,581,,0,0
11,789,427,,0,0
12,830,297,,0,0
13,885,195,,0,0
14,944,115,,0,0
15,1014,71,,0,0
16,1091,59,,0,0
17,1173,79,,0,0
18,1254,129,,0,0
19,1341,215,,0,0
20,1420,325,,0,0
21,1496,461,,0,0
22,1560,611,,0,0
23,1623,787,,0,0
24,1677,975,,0,0
25,1710,1159,,0,0
26,1735,1351,,0,0
27,1748,1541,,0,0
28,1741,1715,,0,0
29,1723,1879,,0,0
30,1692,2025,,0,0
31,1647,-1947,,0,0
32,1591,-1847,,0,0
33,1529,-1775,,0,0
34,1455,-1735,,0,0
35,1376,-1727,,0,0
36,1292,-1751,,0,0
37,1206,-1807,,0,0
38,1125,-1889,,0,0
39,1046,-1999,,0,0
40,971,1963,,0,0
41,908,1811,,0,0
42,846,1633,,0,0
43,803,1455,,0,0
44,768,1265,,0,0
45,747,1073,,0,0
46,739,883,,0,0
47,746,705,,0,0
48,768,541,,0,0
49,799,393,,0,0
50,842,269,,0,0
51,899,173,,0,0
52,961,103,,0,0
53,1035,67,,0,0
54,1114,65,,0,0
55,1196,93,,0,0
56,1278,151,,0,0
57,1359,239,,0,0
58,1439,359,,0,0
59,1511,497,,0,0
60,1579,657,,0,0
61,1636,833,,0,0
62,1681,1017,,0,0
63,1718,1211,,0,0
64,1739,1401,,0,0
65,1745,1583,,0,0
66,1737,1759,,0,0
67,1718,1921,,0,0
68,1686,-2031,,0,0
69,1635,-1917,,0,0
70,1578,-1825,,0,0
71,1511,-1761,,0,0
72,1433,-1733,,0,0
73,1356,-1729,,0,0
74,1269,-1763,,0,0
75,1186,-1825,,0,0
76,1105,-1915,,0,0
77,1027,-2033,,0,0
78,954,1923,,0,0
79,889,1763,,0,0
80,838,1589,,0,0
81,791,1401,,0,0
82,761,1211,,0,0
83,744,1021,,0,0
84,740,835,,0,0
85,752,661,,0,0
86,775,499,,0,0
87,806,353,,0,0
88,857,241,,0,0
89,913,151,,0,0
90,982,93,,0,0
91,1056,65,,0,0
92,1136,71,,0,0
93,1217,107,,0,0
94,1299,173,,0,0
95,1378,267,,0,0
96,1459,393,,0,0
97,1532,541,,0,0
98,1598,707,,0,0
99,1653,887,,0,0
