time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
366000,1086,0,1,0,0,0,0,1,1,1,1,1,0,1419,0,1,0,1,1,0,0,0,1,0,1,1,1039,0,1,0,0,0,0,0,0,1,1,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
366500,1139,0,1,0,0,0,1,1,1,0,0,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0,1086,0,1,0,0,0,0,1,1,1,1,1,0,1419,0,1,0,1,1,0,0,0,1,0,1,1
367000,1195,0,1,0,0,1,0,1,0,1,0,1,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1139,0,1,0,0,0,1,1,1,0,0,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0
367500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1195,0,1,0,0,1,0,1,0,1,0,1,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
368000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1252,0,1,0,0,1,1,1,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
368500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
369000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1,1363,0,1,0,1,0,1,0,1,0,0,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
369500,1464,0,1,0,1,1,0,1,1,1,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1416,0,1,0,1,1,0,0,0,1,0,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
370000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1464,0,1,0,1,1,0,1,1,1,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
370500,1539,0,1,1,0,0,0,0,0,0,0,1,1,1529,0,1,0,1,1,1,1,1,1,0,0,1,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
371000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1539,0,1,1,0,0,0,0,0,0,0,1,1,1529,0,1,0,1,1,1,1,1,1,0,0,1
371500,1582,0,1,1,0,0,0,1,0,1,1,1,0,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
372000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1419,0,1,0,1,1,0,0,0,1,0,1,1,1582,0,1,1,0,0,0,1,0,1,1,1,0,1462,0,1,0,1,1,0,1,1,0,1,1,0
372500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1419,0,1,0,1,1,0,0,0,1,0,1,1
373000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1318,0,1,0,1,0,0,1,0,0,1,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0
373500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,1585,0,1,1,0,0,0,1,1,0,0,0,1,1318,0,1,0,1,0,0,1,0,0,1,1,0
374000,1544,0,1,1,0,0,0,0,0,1,0,0,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
374500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1,1544,0,1,1,0,0,0,0,0,1,0,0,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
375000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1095,0,1,0,0,0,1,0,0,0,1,1,1,1509,0,1,0,1,1,1,1,0,0,1,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1
375500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,1468,0,1,0,1,1,0,1,1,1,1,0,0,1095,0,1,0,0,0,1,0,0,0,1,1,1
376000,1369,0,1,0,1,0,1,0,1,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
376500,1316,0,1,0,1,0,0,1,0,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0,1369,0,1,0,1,0,1,0,1,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
377000,1260,0,1,0,0,1,1,1,0,1,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0
377500,1202,0,1,0,0,1,0,1,1,0,0,1,0,892,0,0,1,1,0,1,1,1,1,1,0,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0
378000,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,1202,0,1,0,0,1,0,1,1,0,0,1,0,892,0,0,1,1,0,1,1,1,1,1,0,0
378500,1093,0,1,0,0,0,1,0,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
379000,1045,0,1,0,0,0,0,0,1,0,1,0,1,852,0,0,1,1,0,1,0,1,0,1,0,0,1093,0,1,0,0,0,1,0,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1
379500,998,0,0,1,1,1,1,1,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,852,0,0,1,1,0,1,0,1,0,1,0,0
380000,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,998,0,0,1,1,1,1,1,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1
380500,927,0,0,1,1,1,0,0,1,1,1,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
381000,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,927,0,0,1,1,1,0,0,1,1,1,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1
381500,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1
382000,874,0,0,1,1,0,1,1,0,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
382500,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,874,0,0,1,1,0,1,1,0,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0
383000,881,0,0,1,1,0,1,1,1,0,0,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
383500,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,881,0,0,1,1,0,1,1,1,0,0,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0
384000,923,0,0,1,1,1,0,0,1,1,0,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
384500,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0,923,0,0,1,1,1,0,0,1,1,0,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
385000,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0
385500,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
386000,1089,0,1,0,0,0,1,0,0,0,0,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0
386500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1089,0,1,0,0,0,1,0,0,0,0,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1
387000,1197,0,1,0,0,1,0,1,0,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
387500,1253,0,1,0,0,1,1,1,0,0,1,0,1,1530,0,1,0,1,1,1,1,1,1,0,1,0,1197,0,1,0,0,1,0,1,0,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
388000,1310,0,1,0,1,0,0,0,1,1,1,1,0,1551,0,1,1,0,0,0,0,0,1,1,1,1,1253,0,1,0,0,1,1,1,0,0,1,0,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
388500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1310,0,1,0,1,0,0,0,1,1,1,1,0,1551,0,1,1,0,0,0,0,0,1,1,1,1
389000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1568,0,1,1,0,0,0,1,0,0,0,0,0,1363,0,1,0,1,0,1,0,1,0,0,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0
389500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1416,0,1,0,1,1,0,0,0,1,0,0,0,1568,0,1,1,0,0,0,1,0,0,0,0,0
390000,1503,0,1,0,1,1,1,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0
390500,1538,0,1,1,0,0,0,0,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1503,0,1,0,1,1,1,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
391000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1538,0,1,1,0,0,0,0,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
391500,1581,0,1,1,0,0,0,1,0,1,1,0,1,1462,0,1,0,1,1,0,1,1,0,1,1,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
392000,1591,0,1,1,0,0,0,1,1,0,1,1,1,1418,0,1,0,1,1,0,0,0,1,0,1,0,1581,0,1,1,0,0,0,1,0,1,1,0,1,1462,0,1,0,1,1,0,1,1,0,1,1,0
392500,1592,0,1,1,0,0,0,1,1,1,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,1591,0,1,1,0,0,0,1,1,0,1,1,1,1418,0,1,0,1,1,0,0,0,1,0,1,0
393000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1,1592,0,1,1,0,0,0,1,1,1,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
393500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1261,0,1,0,0,1,1,1,0,1,1,0,1,1585,0,1,1,0,0,0,1,1,0,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1
394000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1261,0,1,0,0,1,1,1,0,1,1,0,1
394500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0
395000,1469,0,1,0,1,1,0,1,1,1,1,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
395500,1423,0,1,0,1,1,0,0,0,1,1,1,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,1469,0,1,0,1,1,0,1,1,1,1,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0
396000,1371,0,1,0,1,0,1,0,1,1,0,1,1,995,0,0,1,1,1,1,1,0,0,0,1,1,1423,0,1,0,1,1,0,0,0,1,1,1,1,1044,0,1,0,0,0,0,0,1,0,1,0,0
396500,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,995,0,0,1,1,1,1,1,0,0,0,1,1
397000,1261,0,1,0,0,1,1,1,0,1,1,0,1,920,0,0,1,1,1,0,0,1,1,0,0,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
397500,1204,0,1,0,0,1,0,1,1,0,1,0,0,892,0,0,1,1,0,1,1,1,1,1,0,0,1261,0,1,0,0,1,1,1,0,1,1,0,1,920,0,0,1,1,1,0,0,1,1,0,0,0
398000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1204,0,1,0,0,1,0,1,1,0,1,0,0,892,0,0,1,1,0,1,1,1,1,1,0,0
398500,1094,0,1,0,0,0,1,0,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
399000,1045,0,1,0,0,0,0,0,1,0,1,0,1,852,0,0,1,1,0,1,0,1,0,1,0,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1
399500,997,0,0,1,1,1,1,1,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,852,0,0,1,1,0,1,0,1,0,1,0,0
400000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1
400500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
401000,900,0,0,1,1,1,0,0,0,0,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
401500,881,0,0,1,1,0,1,1,1,0,0,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1,900,0,0,1,1,1,0,0,0,0,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1
402000,871,0,0,1,1,0,1,1,0,0,1,1,1,996,0,0,1,1,1,1,1,0,0,1,0,0,881,0,0,1,1,0,1,1,1,0,0,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1
402500,872,0,0,1,1,0,1,1,0,1,0,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,871,0,0,1,1,0,1,1,0,0,1,1,1,996,0,0,1,1,1,1,1,0,0,1,0,0
403000,881,0,0,1,1,0,1,1,1,0,0,0,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,872,0,0,1,1,0,1,1,0,1,0,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0
403500,898,0,0,1,1,1,0,0,0,0,0,1,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,881,0,0,1,1,0,1,1,1,0,0,0,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
404000,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
404500,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
405000,992,0,0,1,1,1,1,1,0,0,0,0,0,1320,0,1,0,1,0,0,1,0,1,0,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
405500,1037,0,1,0,0,0,0,0,0,1,1,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0,992,0,0,1,1,1,1,1,0,0,0,0,0,1320,0,1,0,1,0,0,1,0,1,0,0,0
406000,1085,0,1,0,0,0,0,1,1,1,1,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1037,0,1,0,0,0,0,0,0,1,1,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0
406500,1138,0,1,0,0,0,1,1,1,0,0,1,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1085,0,1,0,0,0,0,1,1,1,1,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
407000,1194,0,1,0,0,1,0,1,0,1,0,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1138,0,1,0,0,0,1,1,1,0,0,1,0,1463,0,1,0,1,1,0,1,1,0,1,1,1
407500,1250,0,1,0,0,1,1,1,0,0,0,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1194,0,1,0,0,1,0,1,0,1,0,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
408000,1306,0,1,0,1,0,0,0,1,1,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1250,0,1,0,0,1,1,1,0,0,0,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
408500,1362,0,1,0,1,0,1,0,1,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1306,0,1,0,1,0,0,0,1,1,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
409000,1413,0,1,0,1,1,0,0,0,0,1,0,1,1569,0,1,1,0,0,0,1,0,0,0,0,1,1362,0,1,0,1,0,1,0,1,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
409500,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1413,0,1,0,1,1,0,0,0,0,1,0,1,1569,0,1,1,0,0,0,1,0,0,0,0,1
410000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
410500,1539,0,1,1,0,0,0,0,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
411000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1,1539,0,1,1,0,0,0,0,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
411500,1581,0,1,1,0,0,0,1,0,1,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1
412000,1592,0,1,1,0,0,0,1,1,1,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1581,0,1,1,0,0,0,1,0,1,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
412500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0,1592,0,1,1,0,0,0,1,1,1,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0
413000,1584,0,1,1,0,0,0,1,1,0,0,0,0,1320,0,1,0,1,0,0,1,0,1,0,0,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0
413500,1568,0,1,1,0,0,0,1,0,0,0,0,0,1263,0,1,0,0,1,1,1,0,1,1,1,1,1584,0,1,1,0,0,0,1,1,0,0,0,0,1320,0,1,0,1,0,0,1,0,1,0,0,0
414000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,1568,0,1,1,0,0,0,1,0,0,0,0,0,1263,0,1,0,0,1,1,1,0,1,1,1,1
414500,1510,0,1,0,1,1,1,1,0,0,1,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
415000,1469,0,1,0,1,1,0,1,1,1,1,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0,1510,0,1,0,1,1,1,1,0,0,1,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0
415500,1422,0,1,0,1,1,0,0,0,1,1,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,1469,0,1,0,1,1,0,1,1,1,1,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0
416000,1371,0,1,0,1,0,1,0,1,1,0,1,1,995,0,0,1,1,1,1,1,0,0,0,1,1,1422,0,1,0,1,1,0,0,0,1,1,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
416500,1317,0,1,0,1,0,0,1,0,0,1,0,1,953,0,0,1,1,1,0,1,1,1,0,0,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,995,0,0,1,1,1,1,1,0,0,0,1,1
417000,1261,0,1,0,0,1,1,1,0,1,1,0,1,918,0,0,1,1,1,0,0,1,0,1,1,0,1317,0,1,0,1,0,0,1,0,0,1,0,1,953,0,0,1,1,1,0,1,1,1,0,0,1
417500,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0,1261,0,1,0,0,1,1,1,0,1,1,0,1,918,0,0,1,1,1,0,0,1,0,1,1,0
418000,1147,0,1,0,0,0,1,1,1,1,0,1,1,869,0,0,1,1,0,1,1,0,0,1,0,1,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0
418500,1094,0,1,0,0,0,1,0,0,0,1,1,0,856,0,0,1,1,0,1,0,1,1,0,0,0,1147,0,1,0,0,0,1,1,1,1,0,1,1,869,0,0,1,1,0,1,1,0,0,1,0,1
419000,1044,0,1,0,0,0,0,0,1,0,1,0,0,853,0,0,1,1,0,1,0,1,0,1,0,1,1094,0,1,0,0,0,1,0,0,0,1,1,0,856,0,0,1,1,0,1,0,1,1,0,0,0
419500,997,0,0,1,1,1,1,1,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,853,0,0,1,1,0,1,0,1,0,1,0,1
420000,957,0,0,1,1,1,0,1,1,1,1,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1
420500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1
421000,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
421500,882,0,0,1,1,0,1,1,1,0,0,1,0,957,0,0,1,1,1,0,1,1,1,1,0,1,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0
422000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,957,0,0,1,1,1,0,1,1,1,1,0,1
422500,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
423000,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0
423500,897,0,0,1,1,1,0,0,0,0,0,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1
424000,921,0,0,1,1,1,0,0,1,1,0,0,1,1208,0,1,0,0,1,0,1,1,1,0,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1
424500,953,0,0,1,1,1,0,1,1,1,0,0,1,1265,0,1,0,0,1,1,1,1,0,0,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,1208,0,1,0,0,1,0,1,1,1,0,0,0
425000,992,0,0,1,1,1,1,1,0,0,0,0,0,1321,0,1,0,1,0,0,1,0,1,0,0,1,953,0,0,1,1,1,0,1,1,1,0,0,1,1265,0,1,0,0,1,1,1,1,0,0,0,1
425500,1036,0,1,0,0,0,0,0,0,1,1,0,0,1372,0,1,0,1,0,1,0,1,1,1,0,0,992,0,0,1,1,1,1,1,0,0,0,0,0,1321,0,1,0,1,0,0,1,0,1,0,0,1
426000,1086,0,1,0,0,0,0,1,1,1,1,1,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1036,0,1,0,0,0,0,0,0,1,1,0,0,1372,0,1,0,1,0,1,0,1,1,1,0,0
