Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
973, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
974, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
975, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
976, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
977, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
978, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
979, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
980, 1576, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
981, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
982, 1593, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
983, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
984, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
985, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
986, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
987, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
988, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1120, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0,
989, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1,
990, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
991, 1281, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1,
992, 1224, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 934, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0,
993, 1168, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
994, 1113, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
995, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
996, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
997, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
998, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
999, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
1000, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
1001, 874, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
1002, 869, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
1003, 874, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
1004, 888, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1070, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0,
1005, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
1006, 940, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
1007, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
1008, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1,
1009, 1066, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1346, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0,
1010, 1117, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
1011, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
1012, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
1013, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
1014, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1541, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1,
1015, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1558, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0,
1016, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
1017, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
1018, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
1019, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
1020, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0,
1021, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
1022, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
1023, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
1024, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1,
1025, 1554, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1289, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1,
1026, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1233, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1,
1027, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1176, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0,
1028, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1,
1029, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1066, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0,
1030, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1,
1031, 1283, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1,
1032, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
1033, 1171, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
1034, 1115, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0,
1035, 1064, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
1036, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
1037, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
1038, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 860, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0,
1039, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1,
1040, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
1041, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
1042, 872, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
1043, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
1044, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
1045, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1,
1046, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1,
1047, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
1048, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
1049, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
1050, 1120, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
1051, 1175, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
1052, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
1053, 1288, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0,
1054, 1342, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
1055, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
1056, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
1057, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
1058, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
1059, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
1060, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
1061, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
1062, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
1063, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
1064, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0,
1065, 1552, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
1066, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
1067, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
1068, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
1069, 1389, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0,
1070, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
1071, 1283, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
1072, 1226, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
1073, 1170, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
1074, 1116, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
1075, 1064, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
1076, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
1077, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
1078, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
1079, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
1080, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
1081, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
1082, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1,
1083, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1023, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
1084, 892, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1073, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1,
1085, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
1086, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
1087, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
1088, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
1089, 1066, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
1090, 1118, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
1091, 1173, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
1092, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
1093, 1288, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
1094, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
1095, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
1096, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
1097, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
1098, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1558, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0,
1099, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
1100, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
1101, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0,
1102, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
1103, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0,
1104, 1576, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
1105, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
1106, 1522, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
1107, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1177, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1,
1108, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
1109, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0,
1110, 1341, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
1111, 1285, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
1112, 1226, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
1113, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
1114, 1115, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
1115, 1062, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
1116, 1014, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
1117, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 855, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1,
1118, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
1119, 909, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
1120, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
1121, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
1122, 872, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
1123, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
1124, 891, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
1125, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
1126, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1,
1127, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
1128, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1,
1129, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
1130, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0,
1131, 1175, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1,
1132, 1232, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0,
