Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
2956, 1014, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
2957, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
2958, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 860, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0,
2959, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
2960, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
2961, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
2962, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
2963, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2964, 891, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1070, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0,
2965, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
2966, 943, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
2967, 979, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
2968, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
2969, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
2970, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
2971, 1175, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
2972, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
2973, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
2974, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
2975, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
2976, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
2977, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
2978, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
2979, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
2980, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
2981, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
2982, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
2983, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0,
2984, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0,
2985, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
2986, 1522, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
2987, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1177, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1,
2988, 1438, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
2989, 1389, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0,
2990, 1337, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0,
2991, 1282, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0,
2992, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
2993, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
2994, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
2995, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
2996, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
2997, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 851, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1,
2998, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
2999, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
3000, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
3001, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1,
3002, 872, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 979, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1,
3003, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1022, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
3004, 891, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
3005, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
3006, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
3007, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
3008, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
3009, 1066, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1346, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0,
3010, 1117, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
3011, 1173, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
3012, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1,
3013, 1288, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1514, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0,
3014, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
3015, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
3016, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
3017, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
3018, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
3019, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
3020, 1576, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
3021, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0,
3022, 1594, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
3023, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3024, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3025, 1551, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
3026, 1520, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
3027, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
3028, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1122, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0,
3029, 1389, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1069, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1,
3030, 1337, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
3031, 1279, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
3032, 1223, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
3033, 1168, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
3034, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1,
3035, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 860, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0,
3036, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 851, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1,
3037, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
3038, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
3039, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
3040, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
3041, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
3042, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0,
3043, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
3044, 892, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
3045, 913, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
3046, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1181, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1,
3047, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1237, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1,
3048, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1294, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0,
3049, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
3050, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0,
3051, 1175, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0,
3052, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
3053, 1288, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
3054, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
3055, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
3056, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
3057, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
3058, 1526, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
3059, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
3060, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1515, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1,
3061, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1,
3062, 1594, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
3063, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3064, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3065, 1552, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
3066, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
3067, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1,
3068, 1438, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1122, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0,
3069, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1069, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1,
3070, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
3071, 1281, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1,
3072, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
3073, 1168, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
3074, 1113, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0,
3075, 1062, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
3076, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
3077, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 855, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1,
3078, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 864, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0,
3079, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 881, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1,
3080, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 906, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0,
3081, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1,
3082, 870, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 978, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0,
3083, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1024, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
3084, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1074, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0,
3085, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1127, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1,
3086, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1182, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0,
3087, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1238, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0,
3088, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1296, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0,
3089, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1349, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,
3090, 1120, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1400, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0,
3091, 1176, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1446, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0,
3092, 1233, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0,
3093, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1,
3094, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1545, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1,
3095, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
3096, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
3097, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
3098, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
3099, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
3100, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
3101, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
3102, 1594, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
3103, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
3104, 1574, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3105, 1550, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
3106, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1232, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0,
3107, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1175, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1,
3108, 1437, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
3109, 1389, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1069, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1,
3110, 1337, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0,
3111, 1282, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0,
3112, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 933, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1,
3113, 1170, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
3114, 1116, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0,
