Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,
adc_in_v[11:0] =, adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], ,,,,,,,,,,,,,
adc_in_i[11:0] =, adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: us, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
6378,1303,0,1,0,1,0,0,0,1,0,1,1,1,887,0,0,1,1,0,1,1,1,0,1,1,1
6379,1346,0,1,0,1,0,1,0,0,0,0,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1
6380,1370,0,1,0,1,0,1,0,1,1,0,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
6381,1400,0,1,0,1,0,1,1,1,1,0,0,0,909,0,0,1,1,1,0,0,0,1,1,0,1
6382,1423,0,1,0,1,1,0,0,0,1,1,1,1,937,0,0,1,1,1,0,1,0,1,0,0,1
6383,1441,0,1,0,1,1,0,1,0,0,0,0,1,971,0,0,1,1,1,1,0,0,1,0,1,1
6384,1452,0,1,0,1,1,0,1,0,1,1,0,0,1015,0,0,1,1,1,1,1,1,0,1,1,1
6385,1457,0,1,0,1,1,0,1,1,0,0,0,1,1063,0,1,0,0,0,0,1,0,0,1,1,1
6386,1454,0,1,0,1,1,0,1,0,1,1,1,0,1115,0,1,0,0,0,1,0,1,1,0,1,1
6387,1448,0,1,0,1,1,0,1,0,1,0,0,0,1177,0,1,0,0,1,0,0,1,1,0,0,1
6388,1435,0,1,0,1,1,0,0,1,1,0,1,1,1237,0,1,0,0,1,1,0,1,0,1,0,1
6389,1414,0,1,0,1,1,0,0,0,0,1,1,0,1297,0,1,0,1,0,0,0,1,0,0,0,1
6390,1387,0,1,0,1,0,1,1,0,1,0,1,1,1351,0,1,0,1,0,1,0,0,0,1,1,1
6391,1359,0,1,0,1,0,1,0,0,1,1,1,1,1407,0,1,0,1,0,1,1,1,1,1,1,1
6392,1320,0,1,0,1,0,0,1,0,1,0,0,0,1449,0,1,0,1,1,0,1,0,1,0,0,1
6393,1290,0,1,0,1,0,0,0,0,1,0,1,0,1497,0,1,0,1,1,1,0,1,1,0,0,1
6394,1253,0,1,0,0,1,1,1,0,0,1,0,1,1533,0,1,0,1,1,1,1,1,1,1,0,1
6395,1219,0,1,0,0,1,1,0,0,0,0,1,1,1563,0,1,1,0,0,0,0,1,1,0,1,1
6396,1181,0,1,0,0,1,0,0,1,1,1,0,1,1575,0,1,1,0,0,0,1,0,0,1,1,1
6397,1147,0,1,0,0,0,1,1,1,1,0,1,1,1581,0,1,1,0,0,0,1,0,1,1,0,1
6398,1111,0,1,0,0,0,1,0,1,0,1,1,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
6399,1083,0,1,0,0,0,0,1,1,1,0,1,1,1559,0,1,1,0,0,0,0,1,0,1,1,1
6400,1059,0,1,0,0,0,0,1,0,0,0,1,1,1535,0,1,0,1,1,1,1,1,1,1,1,1
6401,1041,0,1,0,0,0,0,0,1,0,0,0,1,1501,0,1,0,1,1,1,0,1,1,1,0,1
6402,1033,0,1,0,0,0,0,0,0,1,0,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
6403,1026,0,1,0,0,0,0,0,0,0,0,1,0,1415,0,1,0,1,1,0,0,0,0,1,1,1
6404,1028,0,1,0,0,0,0,0,0,0,1,0,0,1363,0,1,0,1,0,1,0,1,0,0,1,1
6405,1033,0,1,0,0,0,0,0,0,1,0,0,1,1305,0,1,0,1,0,0,0,1,1,0,0,1
6406,1048,0,1,0,0,0,0,0,1,1,0,0,0,1249,0,1,0,0,1,1,1,0,0,0,0,1
6407,1063,0,1,0,0,0,0,1,0,0,1,1,1,1185,0,1,0,0,1,0,1,0,0,0,0,1
6408,1089,0,1,0,0,0,1,0,0,0,0,0,1,1129,0,1,0,0,0,1,1,0,1,0,0,1
6409,1120,0,1,0,0,0,1,1,0,0,0,0,0,1077,0,1,0,0,0,0,1,1,0,1,0,1
6410,1149,0,1,0,0,0,1,1,1,1,1,0,1,1023,0,0,1,1,1,1,1,1,1,1,1,1
6411,1184,0,1,0,0,1,0,1,0,0,0,0,0,979,0,0,1,1,1,1,0,1,0,0,1,1
6412,1219,0,1,0,0,1,1,0,0,0,0,1,1,943,0,0,1,1,1,0,1,0,1,1,1,1
6413,1255,0,1,0,0,1,1,1,0,0,1,1,1,913,0,0,1,1,1,0,0,1,0,0,0,1
6414,1291,0,1,0,1,0,0,0,0,1,0,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1
6415,1328,0,1,0,1,0,0,1,1,0,0,0,0,889,0,0,1,1,0,1,1,1,1,0,0,1
6416,1361,0,1,0,1,0,1,0,1,0,0,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1
6417,1393,0,1,0,1,0,1,1,1,0,0,0,1,907,0,0,1,1,1,0,0,0,1,0,1,1
6418,1416,0,1,0,1,1,0,0,0,1,0,0,0,929,0,0,1,1,1,0,1,0,0,0,0,1
6419,1435,0,1,0,1,1,0,0,1,1,0,1,1,959,0,0,1,1,1,0,1,1,1,1,1,1
6420,1449,0,1,0,1,1,0,1,0,1,0,0,1,999,0,0,1,1,1,1,1,0,0,1,1,1
6421,1455,0,1,0,1,1,0,1,0,1,1,1,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
6422,1455,0,1,0,1,1,0,1,0,1,1,1,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
6423,1445,0,1,0,1,1,0,1,0,0,1,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1
6424,1440,0,1,0,1,1,0,1,0,0,0,0,0,1215,0,1,0,0,1,0,1,1,1,1,1,1
6425,1423,0,1,0,1,1,0,0,0,1,1,1,1,1275,0,1,0,0,1,1,1,1,1,0,1,1
6426,1400,0,1,0,1,0,1,1,1,1,0,0,0,1335,0,1,0,1,0,0,1,1,0,1,1,1
6427,1371,0,1,0,1,0,1,0,1,1,0,1,1,1389,0,1,0,1,0,1,1,0,1,1,0,1
6428,1338,0,1,0,1,0,0,1,1,1,0,1,0,1439,0,1,0,1,1,0,0,1,1,1,1,1
6429,1304,0,1,0,1,0,0,0,1,1,0,0,0,1485,0,1,0,1,1,1,0,0,1,1,0,1
6430,1268,0,1,0,0,1,1,1,1,0,1,0,0,1523,0,1,0,1,1,1,1,1,0,0,1,1
6431,1229,0,1,0,0,1,1,0,0,1,1,0,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
6432,1193,0,1,0,0,1,0,1,0,1,0,0,1,1571,0,1,1,0,0,0,1,0,0,0,1,1
6433,1157,0,1,0,0,1,0,0,0,0,1,0,1,1579,0,1,1,0,0,0,1,0,1,0,1,1
6434,1126,0,1,0,0,0,1,1,0,0,1,1,0,1581,0,1,1,0,0,0,1,0,1,1,0,1
6435,1093,0,1,0,0,0,1,0,0,0,1,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
6436,1070,0,1,0,0,0,0,1,0,1,1,1,0,1549,0,1,1,0,0,0,0,0,1,1,0,1
6437,1050,0,1,0,0,0,0,0,1,1,0,1,0,1517,0,1,0,1,1,1,1,0,1,1,0,1
6438,1036,0,1,0,0,0,0,0,0,1,1,0,0,1481,0,1,0,1,1,1,0,0,1,0,0,1
6439,1030,0,1,0,0,0,0,0,0,0,1,1,0,1437,0,1,0,1,1,0,0,1,1,1,0,1
6440,1026,0,1,0,0,0,0,0,0,0,0,1,0,1383,0,1,0,1,0,1,1,0,0,1,1,1
6441,1030,0,1,0,0,0,0,0,0,0,1,1,0,1325,0,1,0,1,0,0,1,0,1,1,0,1
6442,1043,0,1,0,0,0,0,0,1,0,0,1,1,1269,0,1,0,0,1,1,1,1,0,1,0,1
6443,1057,0,1,0,0,0,0,1,0,0,0,0,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
6444,1079,0,1,0,0,0,0,1,1,0,1,1,1,1149,0,1,0,0,0,1,1,1,1,1,0,1
6445,1106,0,1,0,0,0,1,0,1,0,0,1,0,1093,0,1,0,0,0,1,0,0,0,1,0,1
6446,1136,0,1,0,0,0,1,1,1,0,0,0,0,1041,0,1,0,0,0,0,0,1,0,0,0,1
6447,1171,0,1,0,0,1,0,0,1,0,0,1,1,995,0,0,1,1,1,1,1,0,0,0,1,1
6448,1207,0,1,0,0,1,0,1,1,0,1,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
6449,1242,0,1,0,0,1,1,0,1,1,0,1,0,923,0,0,1,1,1,0,0,1,1,0,1,1
6450,1282,0,1,0,1,0,0,0,0,0,0,1,0,903,0,0,1,1,1,0,0,0,0,1,1,1
6451,1316,0,1,0,1,0,0,1,0,0,1,0,0,891,0,0,1,1,0,1,1,1,1,0,1,1
6452,1349,0,1,0,1,0,1,0,0,0,1,0,1,889,0,0,1,1,0,1,1,1,1,0,0,1
6453,1380,0,1,0,1,0,1,1,0,0,1,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1
6454,1407,0,1,0,1,0,1,1,1,1,1,1,1,917,0,0,1,1,1,0,0,1,0,1,0,1
6455,1430,0,1,0,1,1,0,0,1,0,1,1,0,949,0,0,1,1,1,0,1,1,0,1,0,1
6456,1444,0,1,0,1,1,0,1,0,0,1,0,0,983,0,0,1,1,1,1,0,1,0,1,1,1
6457,1457,0,1,0,1,1,0,1,1,0,0,0,1,1031,0,1,0,0,0,0,0,0,0,1,1,1
6458,1456,0,1,0,1,1,0,1,1,0,0,0,0,1077,0,1,0,0,0,0,1,1,0,1,0,1
6459,1454,0,1,0,1,1,0,1,0,1,1,1,0,1135,0,1,0,0,0,1,1,0,1,1,1,1
6460,1446,0,1,0,1,1,0,1,0,0,1,1,0,1193,0,1,0,0,1,0,1,0,1,0,0,1
6461,1432,0,1,0,1,1,0,0,1,1,0,0,0,1255,0,1,0,0,1,1,1,0,0,1,1,1
6462,1409,0,1,0,1,1,0,0,0,0,0,0,1,1313,0,1,0,1,0,0,1,0,0,0,0,1
6463,1381,0,1,0,1,0,1,1,0,0,1,0,1,1367,0,1,0,1,0,1,0,1,0,1,1,1
6464,1349,0,1,0,1,0,1,0,0,0,1,0,1,1419,0,1,0,1,1,0,0,0,1,0,1,1
6465,1315,0,1,0,1,0,0,1,0,0,0,1,1,1465,0,1,0,1,1,0,1,1,1,0,0,1
6466,1278,0,1,0,0,1,1,1,1,1,1,1,0,1505,0,1,0,1,1,1,1,0,0,0,0,1
6467,1239,0,1,0,0,1,1,0,1,0,1,1,1,1537,0,1,1,0,0,0,0,0,0,0,0,1
6468,1209,0,1,0,0,1,0,1,1,1,0,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
6469,1171,0,1,0,0,1,0,0,1,0,0,1,1,1577,0,1,1,0,0,0,1,0,1,0,0,1
6470,1137,0,1,0,0,0,1,1,1,0,0,0,1,1579,0,1,1,0,0,0,1,0,1,0,1,1
6471,1105,0,1,0,0,0,1,0,1,0,0,0,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
6472,1078,0,1,0,0,0,0,1,1,0,1,1,0,1555,0,1,1,0,0,0,0,1,0,0,1,1
6473,1056,0,1,0,0,0,0,1,0,0,0,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
6474,1041,0,1,0,0,0,0,0,1,0,0,0,1,1495,0,1,0,1,1,1,0,1,0,1,1,1
6475,1031,0,1,0,0,0,0,0,0,0,1,1,1,1451,0,1,0,1,1,0,1,0,1,0,1,1
6476,1026,0,1,0,0,0,0,0,0,0,0,1,0,1401,0,1,0,1,0,1,1,1,1,0,0,1
6477,1027,0,1,0,0,0,0,0,0,0,0,1,1,1345,0,1,0,1,0,1,0,0,0,0,0,1
6478,1040,0,1,0,0,0,0,0,1,0,0,0,0,1291,0,1,0,1,0,0,0,0,1,0,1,1
6479,1050,0,1,0,0,0,0,0,1,1,0,1,0,1227,0,1,0,0,1,1,0,0,1,0,1,1
6480,1070,0,1,0,0,0,0,1,0,1,1,1,0,1169,0,1,0,0,1,0,0,1,0,0,0,1
6481,1095,0,1,0,0,0,1,0,0,0,1,1,1,1111,0,1,0,0,0,1,0,1,0,1,1,1
6482,1129,0,1,0,0,0,1,1,0,1,0,0,1,1061,0,1,0,0,0,0,1,0,0,1,0,1
6483,1159,0,1,0,0,1,0,0,0,0,1,1,1,1009,0,0,1,1,1,1,1,1,0,0,0,1
6484,1193,0,1,0,0,1,0,1,0,1,0,0,1,965,0,0,1,1,1,1,0,0,0,1,0,1
6485,1229,0,1,0,0,1,1,0,0,1,1,0,1,931,0,0,1,1,1,0,1,0,0,0,1,1
6486,1267,0,1,0,0,1,1,1,1,0,0,1,1,907,0,0,1,1,1,0,0,0,1,0,1,1
6487,1302,0,1,0,1,0,0,0,1,0,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
6488,1338,0,1,0,1,0,0,1,1,1,0,1,0,887,0,0,1,1,0,1,1,1,0,1,1,1
6489,1371,0,1,0,1,0,1,0,1,1,0,1,1,895,0,0,1,1,0,1,1,1,1,1,1,1
6490,1399,0,1,0,1,0,1,1,1,0,1,1,1,909,0,0,1,1,1,0,0,0,1,1,0,1
6491,1421,0,1,0,1,1,0,0,0,1,1,0,1,933,0,0,1,1,1,0,1,0,0,1,0,1
6492,1428,0,1,0,1,1,0,0,1,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
6493,1450,0,1,0,1,1,0,1,0,1,0,1,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
6494,1456,0,1,0,1,1,0,1,1,0,0,0,0,1059,0,1,0,0,0,0,1,0,0,0,1,1
6495,1456,0,1,0,1,1,0,1,1,0,0,0,0,1113,0,1,0,0,0,1,0,1,1,0,0,1
6496,1449,0,1,0,1,1,0,1,0,1,0,0,1,1169,0,1,0,0,1,0,0,1,0,0,0,1
6497,1434,0,1,0,1,1,0,0,1,1,0,1,0,1227,0,1,0,0,1,1,0,0,1,0,1,1
6498,1416,0,1,0,1,1,0,0,0,1,0,0,0,1289,0,1,0,1,0,0,0,0,1,0,0,1
6499,1390,0,1,0,1,0,1,1,0,1,1,1,0,1347,0,1,0,1,0,1,0,0,0,0,1,1
6500,1361,0,1,0,1,0,1,0,1,0,0,0,1,1401,0,1,0,1,0,1,1,1,1,0,0,1
6501,1330,0,1,0,1,0,0,1,1,0,0,1,0,1451,0,1,0,1,1,0,1,0,1,0,1,1
6502,1293,0,1,0,1,0,0,0,0,1,1,0,1,1493,0,1,0,1,1,1,0,1,0,1,0,1
6503,1256,0,1,0,0,1,1,1,0,1,0,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
6504,1220,0,1,0,0,1,1,0,0,0,1,0,0,1557,0,1,1,0,0,0,0,1,0,1,0,1
6505,1180,0,1,0,0,1,0,0,1,1,1,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
6506,1148,0,1,0,0,0,1,1,1,1,1,0,0,1577,0,1,1,0,0,0,1,0,1,0,0,1
6507,1116,0,1,0,0,0,1,0,1,1,1,0,0,1575,0,1,1,0,0,0,1,0,0,1,1,1
6508,1086,0,1,0,0,0,0,1,1,1,1,1,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
6509,1062,0,1,0,0,0,0,1,0,0,1,1,0,1537,0,1,1,0,0,0,0,0,0,0,0,1
6510,1043,0,1,0,0,0,0,0,1,0,0,1,1,1503,0,1,0,1,1,1,0,1,1,1,1,1
6511,1026,0,1,0,0,0,0,0,0,0,0,1,0,1459,0,1,0,1,1,0,1,1,0,0,1,1
6512,1028,0,1,0,0,0,0,0,0,0,1,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1
6513,1029,0,1,0,0,0,0,0,0,0,1,0,1,1369,0,1,0,1,0,1,0,1,1,0,0,1
6514,1032,0,1,0,0,0,0,0,0,1,0,0,0,1309,0,1,0,1,0,0,0,1,1,1,0,1
6515,1045,0,1,0,0,0,0,0,1,0,1,0,1,1249,0,1,0,0,1,1,1,0,0,0,0,1
6516,1063,0,1,0,0,0,0,1,0,0,1,1,1,1191,0,1,0,0,1,0,1,0,0,1,1,1
6517,1088,0,1,0,0,0,1,0,0,0,0,0,0,1133,0,1,0,0,0,1,1,0,1,1,0,1
6518,1113,0,1,0,0,0,1,0,1,1,0,0,1,1075,0,1,0,0,0,0,1,1,0,0,1,1
6519,1147,0,1,0,0,0,1,1,1,1,0,1,1,1027,0,1,0,0,0,0,0,0,0,0,1,1
6520,1179,0,1,0,0,1,0,0,1,1,0,1,1,981,0,0,1,1,1,1,0,1,0,1,0,1
6521,1217,0,1,0,0,1,1,0,0,0,0,0,1,945,0,0,1,1,1,0,1,1,0,0,0,1
6522,1249,0,1,0,0,1,1,1,0,0,0,0,1,911,0,0,1,1,1,0,0,0,1,1,1,1
6523,1288,0,1,0,1,0,0,0,0,1,0,0,0,895,0,0,1,1,0,1,1,1,1,1,1,1
6524,1323,0,1,0,1,0,0,1,0,1,0,1,1,887,0,0,1,1,0,1,1,1,0,1,1,1
6525,1358,0,1,0,1,0,1,0,0,1,1,1,0,889,0,0,1,1,0,1,1,1,1,0,0,1
6526,1388,0,1,0,1,0,1,1,0,1,1,0,0,901,0,0,1,1,1,0,0,0,0,1,0,1
6527,1415,0,1,0,1,1,0,0,0,0,1,1,1,925,0,0,1,1,1,0,0,1,1,1,0,1
6528,1433,0,1,0,1,1,0,0,1,1,0,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1
6529,1441,0,1,0,1,1,0,1,0,0,0,0,1,987,0,0,1,1,1,1,0,1,1,0,1,1
6530,1453,0,1,0,1,1,0,1,0,1,1,0,1,1037,0,1,0,0,0,0,0,0,1,1,0,1
6531,1454,0,1,0,1,1,0,1,0,1,1,1,0,1089,0,1,0,0,0,1,0,0,0,0,0,1
6532,1449,0,1,0,1,1,0,1,0,1,0,0,1,1145,0,1,0,0,0,1,1,1,1,0,0,1
6533,1441,0,1,0,1,1,0,1,0,0,0,0,1,1209,0,1,0,0,1,0,1,1,1,0,0,1
6534,1424,0,1,0,1,1,0,0,1,0,0,0,0,1267,0,1,0,0,1,1,1,1,0,0,1,1
6535,1401,0,1,0,1,0,1,1,1,1,0,0,1,1327,0,1,0,1,0,0,1,0,1,1,1,1
6536,1369,0,1,0,1,0,1,0,1,1,0,0,1,1379,0,1,0,1,0,1,1,0,0,0,1,1
6537,1343,0,1,0,1,0,0,1,1,1,1,1,1,1435,0,1,0,1,1,0,0,1,1,0,1,1
6538,1306,0,1,0,1,0,0,0,1,1,0,1,0,1477,0,1,0,1,1,1,0,0,0,1,0,1
6539,1270,0,1,0,0,1,1,1,1,0,1,1,0,1517,0,1,0,1,1,1,1,0,1,1,0,1
6540,1232,0,1,0,0,1,1,0,1,0,0,0,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
6541,1198,0,1,0,0,1,0,1,0,1,1,1,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
6542,1161,0,1,0,0,1,0,0,0,1,0,0,1,1579,0,1,1,0,0,0,1,0,1,0,1,1
6543,1126,0,1,0,0,0,1,1,0,0,1,1,0,1577,0,1,1,0,0,0,1,0,1,0,0,1
6544,1096,0,1,0,0,0,1,0,0,1,0,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
6545,1070,0,1,0,0,0,0,1,0,1,1,1,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
6546,1051,0,1,0,0,0,0,0,1,1,0,1,1,1519,0,1,0,1,1,1,1,0,1,1,1,1
6547,1043,0,1,0,0,0,0,0,1,0,0,1,1,1489,0,1,0,1,1,1,0,1,0,0,0,1
6548,1030,0,1,0,0,0,0,0,0,0,1,1,0,1439,0,1,0,1,1,0,0,1,1,1,1,1
6549,1026,0,1,0,0,0,0,0,0,0,0,1,0,1387,0,1,0,1,0,1,1,0,1,0,1,1
6550,1029,0,1,0,0,0,0,0,0,0,1,0,1,1329,0,1,0,1,0,0,1,1,0,0,0,1
6551,1041,0,1,0,0,0,0,0,1,0,0,0,1,1273,0,1,0,0,1,1,1,1,1,0,0,1
6552,1055,0,1,0,0,0,0,0,1,1,1,1,1,1211,0,1,0,0,1,0,1,1,1,0,1,1
6553,1077,0,1,0,0,0,0,1,1,0,1,0,1,1153,0,1,0,0,1,0,0,0,0,0,0,1
6554,1103,0,1,0,0,0,1,0,0,1,1,1,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
6555,1132,0,1,0,0,0,1,1,0,1,1,0,0,1043,0,1,0,0,0,0,0,1,0,0,1,1
6556,1168,0,1,0,0,1,0,0,1,0,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1
6557,1203,0,1,0,0,1,0,1,1,0,0,1,1,959,0,0,1,1,1,0,1,1,1,1,1,1
6558,1243,0,1,0,0,1,1,0,1,1,0,1,1,929,0,0,1,1,1,0,1,0,0,0,0,1
6559,1276,0,1,0,0,1,1,1,1,1,1,0,0,903,0,0,1,1,1,0,0,0,0,1,1,1
6560,1314,0,1,0,1,0,0,1,0,0,0,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
6561,1350,0,1,0,1,0,1,0,0,0,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
6562,1381,0,1,0,1,0,1,1,0,0,1,0,1,899,0,0,1,1,1,0,0,0,0,0,1,1
6563,1406,0,1,0,1,0,1,1,1,1,1,1,0,917,0,0,1,1,1,0,0,1,0,1,0,1
6564,1426,0,1,0,1,1,0,0,1,0,0,1,0,943,0,0,1,1,1,0,1,0,1,1,1,1
6565,1440,0,1,0,1,1,0,1,0,0,0,0,0,977,0,0,1,1,1,1,0,1,0,0,0,1
6566,1451,0,1,0,1,1,0,1,0,1,0,1,1,1019,0,0,1,1,1,1,1,1,1,0,1,1
6567,1456,0,1,0,1,1,0,1,1,0,0,0,0,1073,0,1,0,0,0,0,1,1,0,0,0,1
6568,1456,0,1,0,1,1,0,1,1,0,0,0,0,1131,0,1,0,0,0,1,1,0,1,0,1,1
6569,1448,0,1,0,1,1,0,1,0,1,0,0,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
6570,1430,0,1,0,1,1,0,0,1,0,1,1,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
6571,1408,0,1,0,1,1,0,0,0,0,0,0,0,1305,0,1,0,1,0,0,0,1,1,0,0,1
6572,1385,0,1,0,1,0,1,1,0,1,0,0,1,1365,0,1,0,1,0,1,0,1,0,1,0,1
6573,1351,0,1,0,1,0,1,0,0,0,1,1,1,1415,0,1,0,1,1,0,0,0,0,1,1,1
6574,1323,0,1,0,1,0,0,1,0,1,0,1,1,1467,0,1,0,1,1,0,1,1,1,0,1,1
6575,1284,0,1,0,1,0,0,0,0,0,1,0,0,1505,0,1,0,1,1,1,1,0,0,0,0,1
6576,1246,0,1,0,0,1,1,0,1,1,1,1,0,1537,0,1,1,0,0,0,0,0,0,0,0,1
6577,1210,0,1,0,0,1,0,1,1,1,0,1,0,1563,0,1,1,0,0,0,0,1,1,0,1,1
6578,1172,0,1,0,0,1,0,0,1,0,1,0,0,1575,0,1,1,0,0,0,1,0,0,1,1,1
6579,1139,0,1,0,0,0,1,1,1,0,0,1,1,1579,0,1,1,0,0,0,1,0,1,0,1,1
6580,1110,0,1,0,0,0,1,0,1,0,1,1,0,1575,0,1,1,0,0,0,1,0,0,1,1,1
6581,1080,0,1,0,0,0,0,1,1,1,0,0,0,1557,0,1,1,0,0,0,0,1,0,1,0,1
6582,1057,0,1,0,0,0,0,1,0,0,0,0,1,1529,0,1,0,1,1,1,1,1,1,0,0,1
6583,1044,0,1,0,0,0,0,0,1,0,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1
6584,1032,0,1,0,0,0,0,0,0,1,0,0,0,1455,0,1,0,1,1,0,1,0,1,1,1,1
6585,1028,0,1,0,0,0,0,0,0,0,1,0,0,1407,0,1,0,1,0,1,1,1,1,1,1,1
6586,1028,0,1,0,0,0,0,0,0,0,1,0,0,1351,0,1,0,1,0,1,0,0,0,1,1,1
6587,1036,0,1,0,0,0,0,0,0,1,1,0,0,1295,0,1,0,1,0,0,0,0,1,1,1,1
6588,1049,0,1,0,0,0,0,0,1,1,0,0,1,1233,0,1,0,0,1,1,0,1,0,0,0,1
6589,1069,0,1,0,0,0,0,1,0,1,1,0,1,1175,0,1,0,0,1,0,0,1,0,1,1,1
6590,1094,0,1,0,0,0,1,0,0,0,1,1,0,1117,0,1,0,0,0,1,0,1,1,1,0,1
6591,1119,0,1,0,0,0,1,0,1,1,1,1,1,1057,0,1,0,0,0,0,1,0,0,0,0,1
6592,1156,0,1,0,0,1,0,0,0,0,1,0,0,1013,0,0,1,1,1,1,1,1,0,1,0,1
6593,1192,0,1,0,0,1,0,1,0,1,0,0,0,973,0,0,1,1,1,1,0,0,1,1,0,1
6594,1227,0,1,0,0,1,1,0,0,1,0,1,1,937,0,0,1,1,1,0,1,0,1,0,0,1
6595,1263,0,1,0,0,1,1,1,0,1,1,1,1,909,0,0,1,1,1,0,0,0,1,1,0,1
6596,1301,0,1,0,1,0,0,0,1,0,1,0,1,895,0,0,1,1,0,1,1,1,1,1,1,1
6597,1335,0,1,0,1,0,0,1,1,0,1,1,1,887,0,0,1,1,0,1,1,1,0,1,1,1
6598,1365,0,1,0,1,0,1,0,1,0,1,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1
6599,1397,0,1,0,1,0,1,1,1,0,1,0,1,909,0,0,1,1,1,0,0,0,1,1,0,1
6600,1420,0,1,0,1,1,0,0,0,1,1,0,0,931,0,0,1,1,1,0,1,0,0,0,1,1
6601,1438,0,1,0,1,1,0,0,1,1,1,1,0,963,0,0,1,1,1,1,0,0,0,0,1,1
6602,1448,0,1,0,1,1,0,1,0,1,0,0,0,1003,0,0,1,1,1,1,1,0,1,0,1,1
6603,1454,0,1,0,1,1,0,1,0,1,1,1,0,1051,0,1,0,0,0,0,0,1,1,0,1,1
6604,1454,0,1,0,1,1,0,1,0,1,1,1,0,1105,0,1,0,0,0,1,0,1,0,0,0,1
6605,1457,0,1,0,1,1,0,1,1,0,0,0,1,1173,0,1,0,0,1,0,0,1,0,1,0,1
6606,1440,0,1,0,1,1,0,1,0,0,0,0,0,1227,0,1,0,0,1,1,0,0,1,0,1,1
6607,1419,0,1,0,1,1,0,0,0,1,0,1,1,1285,0,1,0,1,0,0,0,0,0,1,0,1
6608,1393,0,1,0,1,0,1,1,1,0,0,0,1,1341,0,1,0,1,0,0,1,1,1,1,0,1
6609,1365,0,1,0,1,0,1,0,1,0,1,0,1,1397,0,1,0,1,0,1,1,1,0,1,0,1
6610,1333,0,1,0,1,0,0,1,1,0,1,0,1,1447,0,1,0,1,1,0,1,0,0,1,1,1
6611,1298,0,1,0,1,0,0,0,1,0,0,1,0,1491,0,1,0,1,1,1,0,1,0,0,1,1
6612,1262,0,1,0,0,1,1,1,0,1,1,1,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
