Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,
result[31:0] =, result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], result[31:0], result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
4834, 1353, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4835, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4836, 1257, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1563, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4837, 1207, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1539, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4838, 1158, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1507, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4839, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1469, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4840, 1074, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1423, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4841, 1037, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1371, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4842, 1003, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1311, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4843, 981, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1253, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4844, 963, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1191, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4845, 955, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1133, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4846, 956, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1077, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4847, 967, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1027, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4848, 984, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 981, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4849, 1013, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4850, 1042, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 917, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4851, 1079, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 897, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4852, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 885, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4853, 1165, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4854, 1212, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 899, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4855, 1271, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 931, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4856, 1312, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 953, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4857, 1359, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 993, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4858, 1401, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1039, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4859, 1437, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1089, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4860, 1469, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4861, 1496, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1203, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4862, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1267, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4863, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4864, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1379, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4865, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1431, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4866, 1499, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1473, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4867, 1480, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1515, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4868, 1450, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1547, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4869, 1413, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1565, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4870, 1370, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4871, 1326, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4872, 1275, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1565, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4873, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1545, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4874, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4875, 1132, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4876, 1088, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1435, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4877, 1049, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1385, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4878, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4879, 991, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1273, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4880, 969, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1211, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4881, 959, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1151, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4882, 958, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1097, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4883, 962, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1041, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4884, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 995, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4885, 997, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 953, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4886, 1027, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 923, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4887, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 901, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4888, 1103, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4889, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 883, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4890, 1197, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4891, 1245, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4892, 1294, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4893, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4894, 1384, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4895, 1423, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1065, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4896, 1461, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4897, 1489, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1181, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4898, 1509, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1239, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4899, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1301, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4900, 1527, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1357, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4901, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1411, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4902, 1509, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1457, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4903, 1491, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1499, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
