Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], v_square, i_square,
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
13940, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13941, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13942, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13943, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13944, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13945, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13946, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13947, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13948, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13949, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13950, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13951, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13952, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13953, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13954, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13955, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13956, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1377, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1,
13957, 1323, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13958, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13959, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13960, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13961, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13962, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13963, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13964, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13965, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13966, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13967, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13968, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13969, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13970, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13971, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13972, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13973, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13974, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13975, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13976, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13977, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13978, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13979, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13980, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13981, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13982, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13983, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13984, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13985, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13986, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13987, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13988, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13989, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13990, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13991, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13992, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13993, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13994, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13995, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13996, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13997, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13998, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
13999, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14000, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14001, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14002, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14003, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14004, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14005, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14006, 1322, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1,
14007, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14008, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14009, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14010, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14011, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14012, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
14013, 1334, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1,
