Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], v_square, i_square,
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
3043, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3044, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3045, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3046, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3047, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3048, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3049, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3050, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3051, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3052, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3053, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3054, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3055, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3056, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1,
3057, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3058, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3059, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3060, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3061, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3062, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3063, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3064, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3065, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3066, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3067, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3068, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3069, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3070, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3071, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3072, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3073, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3074, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3075, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3076, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3077, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3078, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3079, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3080, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3081, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3082, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3083, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3084, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3085, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3086, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3087, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3088, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3089, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3090, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3091, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3092, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3093, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3094, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3095, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3096, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3097, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3098, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3099, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3100, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3101, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3102, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3103, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3104, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3105, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3106, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1319, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3107, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3108, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3109, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3110, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3111, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3112, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3113, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3114, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3115, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3116, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3117, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3118, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3119, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3120, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3121, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3122, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3123, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3124, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3125, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3126, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3127, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3128, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3129, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3130, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3131, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3132, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3133, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3134, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3135, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3136, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3137, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3138, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3139, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3140, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3141, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3142, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3143, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3144, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3145, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3146, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3147, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3148, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3149, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3150, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3151, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3152, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3153, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3154, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3155, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3156, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1372, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
3157, 1271, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3158, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3159, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3160, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3161, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3162, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3163, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3164, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3165, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3166, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3167, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3168, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3169, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3170, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3171, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3172, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3173, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3174, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3175, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3176, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3177, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3178, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3179, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3180, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3181, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3182, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3183, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3184, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3185, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3186, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3187, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3188, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3189, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
3190, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1381, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1,
